,id,homeTeamId,awayTeamId,homeTeamRuns,awayTeamRuns,homeTeamWin,date,awayName,homeName,538home,538away,exchangeHomePrice,bestHomeExchangeId,exchangeAwayPrice,bestAwayExchangeId,exchangeHomePercent,exchangeAwayPercent,spread,kellyProportionHome,kellyProportionAway,betSize,winnings,return,betTeam
306,332,14,12,3.0,2.0,1.0,2017-05-14,Seattle Mariners,Toronto Blue Jays,0.55,0.45,0.69,2,1.25,2.0,0.591715976331361,0.4444444444444444,0.0361604207758055,0.0,0.0,0.0,0.0,0.0,
307,333,7,28,8.0,3.0,1.0,2017-05-14,Minnesota Twins,Cleveland Indians,0.57,0.43,0.61,2,1.45,2.0,0.6211180124223603,0.4081632653061224,0.02928127772848277,0.0,0.0,0.0,0.0,0.0,
308,334,11,25,3.0,1.0,1.0,2017-05-14,Atlanta Braves,Miami Marlins,0.54,0.46,0.77,2,1.1,2.0,0.5649717514124294,0.47619047619047616,0.041162227602905554,0.0,0.0,0.0,0.0,0.0,
309,335,18,21,2.0,11.0,1.0,2017-05-14,Tampa Bay Rays,Boston Red Sox,0.57,0.43,0.57,2,1.55,2.0,0.6369426751592357,0.3921568627450981,0.02909953790433395,0.0,0.0,0.0,0.0,0.0,
310,336,15,26,6.0,5.0,1.0,2017-05-14,Philadelphia Phillies,Washington Nationals,0.63,0.37,0.57,2,1.55,2.0,0.6369426751592357,0.3921568627450981,0.02909953790433395,0.0,0.0,0.0,0.0,0.0,
311,337,10,4,7.0,10.0,1.0,2017-05-14,Houston Astros,New York Yankees,0.51,0.49,0.65,2,1.35,2.0,0.6060606060606061,0.425531914893617,0.03159252095422316,0.0,0.1122222222222222,25.0,-25.0,-0.023141719892622422,away
312,338,5,17,9.0,3.0,1.0,2017-05-14,San Diego Padres,Chicago White Sox,0.65,0.35,0.5,2,1.7,2.0,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.0,0.0,0.0,0.0,0.0,
313,339,3,9,11.0,9.0,0.0,2017-05-14,New York Mets,Milwaukee Brewers,0.47,0.53,1.3,2,0.67,2.0,0.4347826086956522,0.5988023952095809,0.033585003905233,0.0,0.0,0.0,0.0,0.0,
314,340,20,19,9.0,8.0,1.0,2017-05-14,Baltimore Orioles,Kansas City Royals,0.41,0.59,1.15,2,0.74,2.0,0.46511627906976744,0.5747126436781609,0.039828922747928264,0.0,0.0,0.0,0.0,0.0,
315,341,2,1,5.0,0.0,1.0,2017-05-14,Chicago Cubs,St. Louis Cardinals,0.45,0.55,1.1,2,0.77,2.0,0.47619047619047616,0.5649717514124294,0.041162227602905554,0.0,0.0,0.0,0.0,0.0,
316,342,13,23,6.0,4.0,1.0,2017-05-14,Oakland Athletics,Texas Rangers,0.57,0.43,0.77,2,1.1,2.0,0.5649717514124294,0.47619047619047616,0.041162227602905554,0.0,0.0,0.0,0.0,0.0,
317,343,22,16,9.0,6.0,1.0,2017-05-14,Los Angeles Dodgers,Colorado Rockies,0.46,0.54,1.15,2,0.74,2.0,0.46511627906976744,0.5747126436781609,0.039828922747928264,0.0,0.0,0.0,0.0,0.0,
318,344,27,29,4.0,1.0,1.0,2017-05-14,Detroit Tigers,Los Angeles Angels,0.43,0.57,0.95,2,0.87,2.0,0.5128205128205129,0.53475935828877,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
319,345,24,6,8.0,3.0,1.0,2017-05-14,Cincinnati Reds,San Francisco Giants,0.54,0.46,0.69,2,1.25,2.0,0.591715976331361,0.4444444444444444,0.0361604207758055,0.0,0.0,0.0,0.0,0.0,
320,346,8,30,4.0,6.0,0.0,2017-05-14,Pittsburgh Pirates,Arizona Diamondbacks,0.53,0.47,0.71,2,1.2,2.0,0.5847953216374269,0.45454545454545453,0.039340776182881454,0.0,0.0,0.0,0.0,0.0,
323,349,7,21,8.0,7.0,1.0,2017-05-15,Tampa Bay Rays,Cleveland Indians,0.61,0.39,0.67,2,1.3,2.0,0.5988023952095809,0.4347826086956522,0.033585003905233,0.0,0.0,0.0,0.0,0.0,
324,350,11,4,2.0,7.0,0.0,2017-05-15,Houston Astros,Miami Marlins,0.49,0.51,0.95,2,0.87,2.0,0.5128205128205129,0.53475935828877,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
325,351,14,25,6.0,10.0,1.0,2017-05-15,Atlanta Braves,Toronto Blue Jays,0.57,0.43,0.74,2,1.15,2.0,0.5747126436781609,0.46511627906976744,0.039828922747928264,0.0,0.0,0.0,0.0,0.0,
326,352,8,9,7.0,3.0,1.0,2017-05-15,New York Mets,Arizona Diamondbacks,0.5,0.5,0.87,2,0.95,2.0,0.53475935828877,0.5128205128205129,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
328,354,17,3,6.0,5.0,1.0,2017-05-15,Milwaukee Brewers,San Diego Padres,0.45,0.55,0.87,2,0.95,2.0,0.53475935828877,0.5128205128205129,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
329,355,12,23,6.0,5.0,1.0,2017-05-15,Oakland Athletics,Seattle Mariners,0.57,0.43,0.83,2,1.0,2.0,0.5464480874316939,0.5,0.04644808743169393,0.0,0.0,0.0,0.0,0.0,
330,356,24,16,8.0,4.0,1.0,2017-05-15,Los Angeles Dodgers,San Francisco Giants,0.41,0.59,1.25,2,0.69,2.0,0.4444444444444444,0.591715976331361,0.0361604207758055,0.0,0.0,0.0,0.0,0.0,
331,357,14,25,5.0,9.0,0.0,2017-05-16,Atlanta Braves,Toronto Blue Jays,0.64,0.36,0.71,2,1.2,2.0,0.5847953216374269,0.45454545454545453,0.039340776182881454,0.13295774647887323,0.0,30.0,-30.0,-0.028427935184307782,home
332,358,7,21,4.0,6.0,0.0,2017-05-16,Tampa Bay Rays,Cleveland Indians,0.56,0.44,0.57,2,1.55,2.0,0.6369426751592357,0.3921568627450981,0.02909953790433395,0.0,0.07870967741935483,15.0,23.25,0.022676289866380574,away
333,359,30,15,4.0,8.0,0.0,2017-05-16,Washington Nationals,Pittsburgh Pirates,0.4,0.6,1.45,2,0.61,2.0,0.4081632653061224,0.6211180124223603,0.02928127772848277,0.0,0.0,0.0,0.0,0.0,
334,360,29,19,11.0,13.0,0.0,2017-05-16,Baltimore Orioles,Detroit Tigers,0.49,0.51,0.87,2,0.95,2.0,0.53475935828877,0.5128205128205129,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
335,361,11,4,2.0,12.0,1.0,2017-05-16,Houston Astros,Miami Marlins,0.36,0.64,1.65,2,0.54,2.0,0.37735849056603776,0.6493506493506493,0.026709139916686997,0.0,0.0,0.0,0.0,0.0,
336,362,1,6,9.0,5.0,1.0,2017-05-16,Cincinnati Reds,Chicago Cubs,0.65,0.35,0.52,2,1.67,2.0,0.6578947368421053,0.37453183520599254,0.032426572048097846,0.0,0.0,0.0,0.0,0.0,
337,363,13,26,5.0,1.0,1.0,2017-05-16,Philadelphia Phillies,Texas Rangers,0.65,0.35,0.52,2,1.67,2.0,0.6578947368421053,0.37453183520599254,0.032426572048097846,0.0,0.0,0.0,0.0,0.0,
338,364,20,10,1.0,7.0,0.0,2017-05-16,New York Yankees,Kansas City Royals,0.43,0.57,0.95,2,0.87,2.0,0.5128205128205129,0.53475935828877,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
339,365,2,18,3.0,6.0,0.0,2017-05-16,Boston Red Sox,St. Louis Cardinals,0.52,0.48,0.91,2,0.91,2.0,0.5235602094240838,0.5235602094240838,0.04712041884816753,0.0,0.0,0.0,0.0,0.0,
340,366,8,9,5.0,4.0,1.0,2017-05-16,New York Mets,Arizona Diamondbacks,0.6,0.4,0.59,2,1.5,2.0,0.628930817610063,0.4,0.02893081761006311,0.0,0.0,0.0,0.0,0.0,
341,367,27,5,7.0,6.0,1.0,2017-05-16,Chicago White Sox,Los Angeles Angels,0.56,0.44,0.56,2,1.6,2.0,0.641025641025641,0.3846153846153846,0.02564102564102555,0.0,0.09000000000000001,20.0,-20.0,-0.019073959277096944,away
342,368,17,3,2.0,6.0,0.0,2017-05-16,Milwaukee Brewers,San Diego Padres,0.46,0.54,0.83,2,1.0,2.0,0.5464480874316939,0.5,0.04644808743169393,0.0,0.0,0.0,0.0,0.0,
343,369,12,23,6.0,9.0,0.0,2017-05-16,Oakland Athletics,Seattle Mariners,0.55,0.45,0.91,2,0.91,2.0,0.5235602094240838,0.5235602094240838,0.04712041884816753,0.0,0.0,0.0,0.0,0.0,
344,370,24,16,2.0,1.0,1.0,2017-05-16,Los Angeles Dodgers,San Francisco Giants,0.4,0.6,1.5,2,0.59,2.0,0.4,0.628930817610063,0.02893081761006311,0.0,0.0,0.0,0.0,0.0,
345,371,28,22,3.0,7.0,0.0,2017-05-16,Colorado Rockies,Minnesota Twins,0.51,0.49,0.83,2,1.0,2.0,0.5464480874316939,0.5,0.04644808743169393,0.0,0.0,0.0,0.0,0.0,
346,551,8,9,5.0,4.0,1.0,2017-05-17,New York Mets,Arizona Diamondbacks,0.52,0.48,0.71,2,1.2,2.0,0.5847953216374269,0.45454545454545453,0.039340776182881454,0.0,0.0,0.0,0.0,0.0,
347,552,30,15,6.0,1.0,1.0,2017-05-17,Washington Nationals,Pittsburgh Pirates,0.54,0.46,0.74,2,1.15,2.0,0.5747126436781609,0.46511627906976744,0.039828922747928264,0.0,0.0,0.0,0.0,0.0,
348,553,29,19,5.0,4.0,1.0,2017-05-17,Baltimore Orioles,Detroit Tigers,0.58,0.42,0.71,2,1.2,2.0,0.5847953216374269,0.45454545454545453,0.039340776182881454,0.0,0.0,0.0,0.0,0.0,
349,554,25,14,8.0,4.0,1.0,2017-05-17,Toronto Blue Jays,Atlanta Braves,0.5,0.5,0.83,2,1.0,2.0,0.5464480874316939,0.5,0.04644808743169393,0.0,0.0,0.0,0.0,0.0,
350,555,2,18,4.0,5.0,0.0,2017-05-17,Boston Red Sox,St. Louis Cardinals,0.51,0.49,0.95,2,0.87,2.0,0.5128205128205129,0.53475935828877,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
351,556,1,6,7.0,5.0,1.0,2017-05-17,Cincinnati Reds,Chicago Cubs,0.66,0.34,0.59,2,1.5,2.0,0.628930817610063,0.4,0.02893081761006311,0.0,0.0,0.0,0.0,0.0,
352,557,13,26,9.0,3.0,1.0,2017-05-17,Philadelphia Phillies,Texas Rangers,0.58,0.42,0.71,2,1.2,2.0,0.5847953216374269,0.45454545454545453,0.039340776182881454,0.0,0.0,0.0,0.0,0.0,
354,559,20,10,7.0,11.0,1.0,2017-05-17,New York Yankees,Kansas City Royals,0.44,0.56,1.2,2,0.71,2.0,0.45454545454545453,0.5847953216374269,0.039340776182881454,0.0,0.0,0.0,0.0,0.0,
355,560,27,5,12.0,8.0,0.0,2017-05-17,Chicago White Sox,Los Angeles Angels,0.56,0.44,0.59,2,1.5,2.0,0.628930817610063,0.4,0.02893081761006311,0.0,0.0,0.0,0.0,0.0,
356,561,17,3,1.0,3.0,0.0,2017-05-17,Milwaukee Brewers,San Diego Padres,0.48,0.52,0.74,2,1.15,2.0,0.5747126436781609,0.46511627906976744,0.039828922747928264,0.0,0.10260869565217391,20.0,23.0,0.02236157697729814,away
357,562,12,23,4.0,0.0,1.0,2017-05-17,Oakland Athletics,Seattle Mariners,0.57,0.43,0.87,2,0.95,2.0,0.53475935828877,0.5128205128205129,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
358,566,13,26,8.0,4.0,1.0,2017-05-18,Philadelphia Phillies,Texas Rangers,0.63,0.37,0.67,2,1.3,2.0,0.5988023952095809,0.4347826086956522,0.033585003905233,0.0,0.0,0.0,0.0,0.0,
359,567,1,6,9.0,5.0,1.0,2017-05-18,Cincinnati Reds,Chicago Cubs,0.67,0.33,0.43,2,1.9,2.0,0.6993006993006994,0.3448275862068966,0.044128285507595955,0.0,0.0,0.0,0.0,0.0,
360,568,17,3,2.0,4.0,0.0,2017-05-18,Milwaukee Brewers,San Diego Padres,0.44,0.56,0.91,2,0.91,2.0,0.5235602094240838,0.5235602094240838,0.04712041884816753,0.0,0.0,0.0,0.0,0.0,
362,570,25,14,0.0,9.0,0.0,2017-05-18,Toronto Blue Jays,Atlanta Braves,0.51,0.49,1.05,2,0.8,2.0,0.48780487804878053,0.5555555555555556,0.04336043360433606,0.0,0.0,0.0,0.0,0.0,
363,571,20,10,5.0,1.0,1.0,2017-05-18,New York Yankees,Kansas City Royals,0.46,0.54,1.05,2,0.8,2.0,0.48780487804878053,0.5555555555555556,0.04336043360433606,0.0,0.0,0.0,0.0,0.0,
364,572,23,18,8.0,3.0,1.0,2017-05-18,Boston Red Sox,Oakland Athletics,0.47,0.53,0.91,2,0.91,2.0,0.5235602094240838,0.5235602094240838,0.04712041884816753,0.0,0.0,0.0,0.0,0.0,
365,573,16,11,7.0,2.0,1.0,2017-05-18,Miami Marlins,Los Angeles Dodgers,0.62,0.38,0.48,2,1.75,2.0,0.6756756756756757,0.36363636363636365,0.03931203931203919,0.0,0.0,0.0,0.0,0.0,
366,574,12,5,5.0,4.0,1.0,2017-05-18,Chicago White Sox,Seattle Mariners,0.64,0.36,0.48,2,1.45,2.0,0.6756756756756757,0.4081632653061224,0.08383894098179812,0.0,0.0,0.0,0.0,0.0,
367,575,1,3,3.0,6.0,0.0,2017-05-19,Milwaukee Brewers,Chicago Cubs,0.57,0.43,0.63,2,1.4,2.0,0.6134969325153374,0.4166666666666667,0.030163599182004175,0.0,0.0,0.0,0.0,0.0,
368,576,19,14,5.0,3.0,1.0,2017-05-19,Toronto Blue Jays,Baltimore Orioles,0.53,0.47,0.87,2,0.95,2.0,0.53475935828877,0.5128205128205129,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
369,577,30,26,2.0,7.0,0.0,2017-05-19,Philadelphia Phillies,Pittsburgh Pirates,0.55,0.45,0.74,2,1.15,2.0,0.5747126436781609,0.46511627906976744,0.039828922747928264,0.0,0.0,0.0,0.0,0.0,
370,578,6,22,6.0,12.0,1.0,2017-05-19,Colorado Rockies,Cincinnati Reds,0.48,0.52,0.91,2,0.91,2.0,0.5235602094240838,0.5235602094240838,0.04712041884816753,0.0,0.0,0.0,0.0,0.0,
371,579,29,13,3.0,5.0,0.0,2017-05-19,Texas Rangers,Detroit Tigers,0.57,0.43,0.69,2,1.25,2.0,0.591715976331361,0.4444444444444444,0.0361604207758055,0.0,0.0,0.0,0.0,0.0,
372,580,9,27,3.0,0.0,1.0,2017-05-19,Los Angeles Angels,New York Mets,0.56,0.44,0.67,2,1.3,2.0,0.5988023952095809,0.4347826086956522,0.033585003905233,0.0,0.0,0.0,0.0,0.0,
373,581,21,10,5.0,4.0,1.0,2017-05-19,New York Yankees,Tampa Bay Rays,0.53,0.47,1.05,2,0.8,2.0,0.48780487804878053,0.5555555555555556,0.04336043360433606,0.0823809523809525,0.0,15.0,15.75,0.01497788978175075,home
374,582,25,15,7.0,4.0,1.0,2017-05-19,Washington Nationals,Atlanta Braves,0.43,0.57,1.5,2,0.59,2.0,0.4,0.628930817610063,0.02893081761006311,0.0,0.0,0.0,0.0,0.0,
375,583,4,7,3.0,5.0,0.0,2017-05-19,Cleveland Indians,Houston Astros,0.58,0.42,0.74,2,1.15,2.0,0.5747126436781609,0.46511627906976744,0.039828922747928264,0.0,0.0,0.0,0.0,0.0,
376,584,28,20,4.0,3.0,1.0,2017-05-19,Kansas City Royals,Minnesota Twins,0.56,0.44,0.95,2,0.87,2.0,0.5128205128205129,0.53475935828877,0.047579871109282745,0.09684210526315798,0.0,20.0,19.0,0.01780193010400075,home
377,585,2,24,5.0,6.0,0.0,2017-05-19,San Francisco Giants,St. Louis Cardinals,0.57,0.43,0.67,2,1.3,2.0,0.5988023952095809,0.4347826086956522,0.033585003905233,0.0,0.0,0.0,0.0,0.0,
378,586,23,18,3.0,2.0,1.0,2017-05-19,Boston Red Sox,Oakland Athletics,0.39,0.61,1.65,2,0.54,2.0,0.37735849056603776,0.6493506493506493,0.026709139916686997,0.0,0.0,0.0,0.0,0.0,
379,587,16,11,7.0,2.0,1.0,2017-05-19,Miami Marlins,Los Angeles Dodgers,0.66,0.34,0.37,2,2.2,2.0,0.7299270072992701,0.3125,0.04242700729927007,0.0,0.0,0.0,0.0,0.0,
380,588,17,8,1.0,10.0,0.0,2017-05-19,Arizona Diamondbacks,San Diego Padres,0.41,0.59,1.3,2,0.67,2.0,0.4347826086956522,0.5988023952095809,0.033585003905233,0.0,0.0,0.0,0.0,0.0,
381,589,12,5,1.0,2.0,0.0,2017-05-19,Chicago White Sox,Seattle Mariners,0.56,0.44,0.83,2,1.0,2.0,0.5464480874316939,0.5,0.04644808743169393,0.0,0.0,0.0,0.0,0.0,
383,3337,23,18,8.0,3.0,1.0,2017-05-20,Boston Red Sox,Oakland Athletics,0.5,0.5,0.95,2,0.86,2.0,0.5128205128205129,0.5376344086021506,0.0504549214226635,0.0,0.0,0.0,0.0,0.0,
384,3338,30,26,6.0,3.0,1.0,2017-05-20,Philadelphia Phillies,Pittsburgh Pirates,0.6,0.4,0.8,2,1.05,2.0,0.5555555555555556,0.48780487804878053,0.04336043360433606,0.09999999999999995,0.0,20.0,16.0,0.014728896253337016,home
385,3339,25,15,5.0,2.0,1.0,2017-05-20,Washington Nationals,Atlanta Braves,0.36,0.64,1.8,2,0.45,2.0,0.35714285714285715,0.6896551724137931,0.046798029556650356,0.0,0.0,0.0,0.0,0.0,
386,3340,6,22,12.0,8.0,0.0,2017-05-20,Colorado Rockies,Cincinnati Reds,0.49,0.51,0.86,2,0.95,2.0,0.5376344086021506,0.5128205128205129,0.0504549214226635,0.0,0.0,0.0,0.0,0.0,
387,3341,4,7,0.0,3.0,0.0,2017-05-20,Cleveland Indians,Houston Astros,0.56,0.44,0.8,2,1.05,2.0,0.5555555555555556,0.48780487804878053,0.04336043360433606,0.0,0.0,0.0,0.0,0.0,
388,3342,21,10,9.0,5.0,1.0,2017-05-20,New York Yankees,Tampa Bay Rays,0.49,0.51,1.1,2,0.76,2.0,0.47619047619047616,0.5681818181818182,0.044372294372294396,0.0,0.0,0.0,0.0,0.0,
389,3350,6,22,4.0,6.0,0.0,2017-05-21,Colorado Rockies,Cincinnati Reds,0.5,0.5,1.0,2,0.83,2.0,0.5,0.5464480874316939,0.04644808743169393,0.0,0.0,0.0,0.0,0.0,
390,3351,9,27,5.0,12.0,1.0,2017-05-21,Los Angeles Angels,New York Mets,0.52,0.48,0.95,2,0.87,2.0,0.5128205128205129,0.53475935828877,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
391,3352,21,10,2.0,3.0,0.0,2017-05-21,New York Yankees,Tampa Bay Rays,0.54,0.46,0.71,2,1.2,2.0,0.5847953216374269,0.45454545454545453,0.039340776182881454,0.0,0.0,0.0,0.0,0.0,
392,3353,25,15,2.0,3.0,0.0,2017-05-21,Washington Nationals,Atlanta Braves,0.4,0.6,1.6,2,0.56,2.0,0.3846153846153846,0.641025641025641,0.02564102564102555,0.0,0.0,0.0,0.0,0.0,
393,3354,19,14,1.0,3.0,0.0,2017-05-21,Toronto Blue Jays,Baltimore Orioles,0.51,0.49,0.8,2,1.05,2.0,0.5555555555555556,0.48780487804878053,0.04336043360433606,0.0,0.0,0.0,0.0,0.0,
394,3355,30,26,1.0,0.0,1.0,2017-05-21,Philadelphia Phillies,Pittsburgh Pirates,0.56,0.44,1.0,2,0.83,2.0,0.5,0.5464480874316939,0.04644808743169393,0.1200000000000001,0.0,25.0,25.0,0.022679851220175996,home
395,3356,4,7,6.0,8.0,0.0,2017-05-21,Cleveland Indians,Houston Astros,0.55,0.45,0.87,2,0.95,2.0,0.53475935828877,0.5128205128205129,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
396,3358,2,24,8.0,3.0,1.0,2017-05-21,San Francisco Giants,St. Louis Cardinals,0.57,0.43,0.67,2,1.3,2.0,0.5988023952095809,0.4347826086956522,0.033585003905233,0.0,0.0,0.0,0.0,0.0,
397,3359,1,3,13.0,6.0,0.0,2017-05-21,Milwaukee Brewers,Chicago Cubs,0.61,0.39,0.52,2,1.67,2.0,0.6578947368421053,0.37453183520599254,0.032426572048097846,0.0,0.0,0.0,0.0,0.0,
398,3360,23,18,3.0,12.0,1.0,2017-05-21,Boston Red Sox,Oakland Athletics,0.49,0.51,1.0,2,0.83,2.0,0.5,0.5464480874316939,0.04644808743169393,0.0,0.0,0.0,0.0,0.0,
399,3363,17,8,5.0,1.0,1.0,2017-05-21,Arizona Diamondbacks,San Diego Padres,0.43,0.57,1.05,2,0.8,2.0,0.48780487804878053,0.5555555555555556,0.04336043360433606,0.0,0.0,0.0,0.0,0.0,
400,3368,23,11,4.0,1.0,1.0,2017-05-24,Miami Marlins,Oakland Athletics,0.53,0.47,0.74,2,1.15,2.0,0.5747126436781609,0.46511627906976744,0.039828922747928264,0.0,0.0,0.0,0.0,0.0,
401,3369,8,5,8.0,6.0,1.0,2017-05-24,Chicago White Sox,Arizona Diamondbacks,0.51,0.49,0.8,2,1.05,2.0,0.5555555555555556,0.48780487804878053,0.04336043360433606,0.0,0.0,0.0,0.0,0.0,
402,3370,7,6,3.0,4.0,0.0,2017-05-24,Cincinnati Reds,Cleveland Indians,0.62,0.38,0.47,2,1.75,2.0,0.6802721088435374,0.36363636363636365,0.04390847247990104,0.0,0.0,0.0,0.0,0.0,
403,3371,10,20,3.0,0.0,1.0,2017-05-24,Kansas City Royals,New York Yankees,0.64,0.36,0.48,2,1.75,2.0,0.6756756756756757,0.36363636363636365,0.03931203931203919,0.0,0.0,0.0,0.0,0.0,
404,3372,26,22,2.0,7.0,0.0,2017-05-24,Colorado Rockies,Philadelphia Phillies,0.47,0.53,1.15,2,0.74,2.0,0.46511627906976744,0.5747126436781609,0.039828922747928264,0.0,0.0,0.0,0.0,0.0,
405,3373,15,12,5.0,1.0,1.0,2017-05-24,Seattle Mariners,Washington Nationals,0.59,0.41,0.65,2,1.35,2.0,0.6060606060606061,0.425531914893617,0.03159252095422316,0.0,0.0,0.0,0.0,0.0,
406,3374,18,13,9.0,4.0,1.0,2017-05-24,Texas Rangers,Boston Red Sox,0.63,0.37,0.36,2,2.3,2.0,0.7352941176470589,0.30303030303030304,0.03832442067736186,0.0,0.09608695652173913,20.0,-20.0,-0.017741506253880955,away
407,3375,9,17,5.0,6.0,0.0,2017-05-24,San Diego Padres,New York Mets,0.6,0.4,0.69,2,1.2,2.0,0.591715976331361,0.45454545454545453,0.046261430876815446,0.0,0.0,0.0,0.0,0.0,
408,3376,21,27,5.0,2.0,1.0,2017-05-24,Los Angeles Angels,Tampa Bay Rays,0.55,0.45,0.91,2,0.91,2.0,0.5235602094240838,0.5235602094240838,0.04712041884816753,0.0,0.0,0.0,0.0,0.0,
409,3377,25,30,5.0,12.0,1.0,2017-05-24,Pittsburgh Pirates,Atlanta Braves,0.56,0.44,0.71,2,1.2,2.0,0.5847953216374269,0.45454545454545453,0.039340776182881454,0.0,0.0,0.0,0.0,0.0,
410,3378,1,24,5.0,4.0,1.0,2017-05-24,San Francisco Giants,Chicago Cubs,0.66,0.34,0.52,2,1.67,2.0,0.6578947368421053,0.37453183520599254,0.032426572048097846,0.0,0.0,0.0,0.0,0.0,
411,3379,4,29,3.0,6.0,0.0,2017-05-24,Detroit Tigers,Houston Astros,0.61,0.39,0.56,2,1.6,2.0,0.641025641025641,0.3846153846153846,0.02564102564102555,0.0,0.0,0.0,0.0,0.0,
412,3380,16,2,1.0,6.0,0.0,2017-05-24,St. Louis Cardinals,Los Angeles Dodgers,0.62,0.38,0.65,2,1.35,2.0,0.6060606060606061,0.425531914893617,0.03159252095422316,0.0,0.0,0.0,0.0,0.0,
414,3386,18,13,6.0,2.0,1.0,2017-05-25,Texas Rangers,Boston Red Sox,0.59,0.41,0.48,2,1.75,2.0,0.6756756756756757,0.36363636363636365,0.03931203931203919,0.0,0.07285714285714276,15.0,-15.0,-0.0135464643727987,away
415,3387,9,17,3.0,4.0,0.0,2017-05-25,San Diego Padres,New York Mets,0.65,0.35,0.48,2,1.75,2.0,0.6756756756756757,0.36363636363636365,0.03931203931203919,0.0,0.0,0.0,0.0,0.0,
416,3388,4,29,7.0,6.0,1.0,2017-05-25,Detroit Tigers,Houston Astros,0.54,0.46,0.77,2,1.1,2.0,0.5649717514124294,0.47619047619047616,0.041162227602905554,0.0,0.0,0.0,0.0,0.0,
417,3389,3,8,0.0,4.0,0.0,2017-05-25,Arizona Diamondbacks,Milwaukee Brewers,0.51,0.49,0.95,2,0.87,2.0,0.5128205128205129,0.53475935828877,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
418,3390,16,2,7.0,3.0,1.0,2017-05-25,St. Louis Cardinals,Los Angeles Dodgers,0.58,0.42,0.65,2,1.35,2.0,0.6060606060606061,0.425531914893617,0.03159252095422316,0.0,0.0,0.0,0.0,0.0,
419,3391,5,29,8.0,2.0,1.0,2017-05-26,Detroit Tigers,Chicago White Sox,0.54,0.46,0.95,2,0.87,2.0,0.5128205128205129,0.53475935828877,0.047579871109282745,0.0,0.0,0.0,0.0,0.0,
420,3392,10,23,1.0,4.0,0.0,2017-05-26,Oakland Athletics,New York Yankees,0.6,0.4,0.63,2,1.4,2.0,0.6134969325153374,0.4166666666666667,0.030163599182004175,0.0,0.0,0.0,0.0,0.0,
421,3393,26,6,2.0,5.0,0.0,2017-05-26,Cincinnati Reds,Philadelphia Phillies,0.5,0.5,0.69,2,1.25,2.0,0.591715976331361,0.4444444444444444,0.0361604207758055,0.0,0.1,20.0,25.0,0.02288748512313467,away
422,3394,30,9,1.0,8.0,0.0,2017-05-26,New York Mets,Pittsburgh Pirates,0.48,0.52,1.25,2,0.69,2.0,0.4444444444444444,0.591715976331361,0.0361604207758055,0.0,0.0,0.0,0.0,0.0,
423,3395,15,17,5.0,1.0,1.0,2017-05-26,San Diego Padres,Washington Nationals,0.73,0.27,0.38,2,2.15,2.0,0.7246376811594204,0.31746031746031744,0.04209799861973784,0.0,0.0,0.0,0.0,0.0,
424,3396,14,13,7.0,6.0,1.0,2017-05-26,Texas Rangers,Toronto Blue Jays,0.51,0.49,0.65,2,1.35,2.0,0.6060606060606061,0.425531914893617,0.03159252095422316,0.0,0.1122222222222222,25.0,-25.0,-0.022375369193591694,away
425,3397,18,12,3.0,0.0,1.0,2017-05-26,Seattle Mariners,Boston Red Sox,0.6,0.4,0.57,2,1.55,2.0,0.6369426751592357,0.3921568627450981,0.02909953790433395,0.0,0.0,0.0,0.0,0.0,
426,3398,7,20,4.0,6.0,0.0,2017-05-26,Kansas City Royals,Cleveland Indians,0.63,0.37,0.56,2,1.6,2.0,0.641025641025641,0.3846153846153846,0.02564102564102555,0.0,0.0,0.0,0.0,0.0,
427,3399,11,27,8.0,5.0,1.0,2017-05-26,Los Angeles Angels,Miami Marlins,0.55,0.45,0.77,2,1.1,2.0,0.5649717514124294,0.47619047619047616,0.041162227602905554,0.0,0.0,0.0,0.0,0.0,
429,3401,4,19,2.0,0.0,1.0,2017-05-26,Baltimore Orioles,Houston Astros,0.58,0.42,0.74,2,1.15,2.0,0.5747126436781609,0.46511627906976744,0.039828922747928264,0.0,0.0,0.0,0.0,0.0,
430,3403,28,21,2.0,5.0,0.0,2017-05-26,Tampa Bay Rays,Minnesota Twins,0.48,0.52,1.2,2,0.71,2.0,0.45454545454545453,0.5847953216374269,0.039340776182881454,0.0,0.0,0.0,0.0,0.0,
431,3404,22,2,10.0,0.0,1.0,2017-05-26,St. Louis Cardinals,Colorado Rockies,0.49,0.51,1.0,2,0.83,2.0,0.5,0.5464480874316939,0.04644808743169393,0.0,0.0,0.0,0.0,0.0,
