id,homeTeamId,awayTeamId,homeTeamRuns,awayTeamRuns,homeTeamWin,date,awayName,homeName,538home,538away,exchangeHomePrice,bestHomeExchangeId,exchangeAwayPrice,bestAwayExchangeId
169,18,19,2.0,5.0,0.0,2017-05-01,Baltimore Orioles,Boston Red Sox,0.550000,0.450000,0.50,1,1.75,2
170,10,14,1.0,7.0,0.0,2017-05-01,Toronto Blue Jays,New York Yankees,0.520000,0.480000,0.91,2,0.91,2
171,6,30,4.0,3.0,1.0,2017-05-01,Pittsburgh Pirates,Cincinnati Reds,0.480000,0.520000,0.71,2,1.20,2
172,29,7,7.0,1.0,1.0,2017-05-01,Cleveland Indians,Detroit Tigers,0.470000,0.530000,0.57,2,1.55,2
173,11,21,2.0,4.0,0.0,2017-05-01,Tampa Bay Rays,Miami Marlins,0.520000,0.480000,0.95,2,0.87,2
175,1,26,2.0,10.0,1.0,2017-05-01,Philadelphia Phillies,Chicago Cubs,0.620000,0.380000,0.67,2,1.30,2
177,20,5,6.0,1.0,1.0,2017-05-01,Chicago White Sox,Kansas City Royals,0.520000,0.480000,0.57,2,1.55,2
178,2,3,5.0,7.0,0.0,2017-05-01,Milwaukee Brewers,St. Louis Cardinals,0.560000,0.440000,0.45,2,1.80,2
179,16,24,3.0,4.0,0.0,2017-05-01,San Francisco Giants,Los Angeles Dodgers,0.660000,0.340000,0.52,2,1.67,2
180,10,14,11.0,5.0,0.0,2017-05-02,Toronto Blue Jays,New York Yankees,0.000000,0.000000,0.63,2,1.40,2
182,29,7,5.0,2.0,1.0,2017-05-02,Cleveland Indians,Detroit Tigers,0.000000,0.000000,1.05,1,0.83,2
183,11,21,1.0,3.0,0.0,2017-05-02,Tampa Bay Rays,Miami Marlins,0.000000,0.000000,0.75,1,1.15,2
184,6,30,3.0,12.0,1.0,2017-05-02,Pittsburgh Pirates,Cincinnati Reds,0.000000,0.000000,0.74,2,1.15,2
185,18,19,5.0,2.0,1.0,2017-05-02,Baltimore Orioles,Boston Red Sox,0.000000,0.000000,0.42,2,2.00,2
188,28,23,9.0,1.0,1.0,2017-05-02,Oakland Athletics,Minnesota Twins,0.000000,0.000000,0.75,1,1.15,2
189,4,13,8.0,7.0,1.0,2017-05-02,Texas Rangers,Houston Astros,0.000000,0.000000,0.67,2,1.30,2
190,20,5,0.0,6.0,0.0,2017-05-02,Chicago White Sox,Kansas City Royals,0.000000,0.000000,0.83,1,1.05,2
191,2,3,2.0,1.0,1.0,2017-05-02,Milwaukee Brewers,St. Louis Cardinals,0.000000,0.000000,0.54,2,1.65,2
194,18,19,4.0,2.0,1.0,2017-05-03,Baltimore Orioles,Boston Red Sox,0.560000,0.440000,0.67,2,1.30,2
196,29,7,2.0,3.0,0.0,2017-05-03,Cleveland Indians,Detroit Tigers,0.410000,0.590000,1.40,2,0.63,2
197,21,11,6.0,10.0,1.0,2017-05-03,Miami Marlins,Tampa Bay Rays,0.540000,0.460000,0.75,1,1.15,2
198,25,9,5.0,16.0,1.0,2017-05-03,New York Mets,Atlanta Braves,0.460000,0.540000,1.15,2,0.74,2
199,1,26,5.0,4.0,1.0,2017-05-03,Philadelphia Phillies,Chicago Cubs,0.660000,0.340000,0.50,2,1.70,2
200,4,13,10.0,1.0,1.0,2017-05-03,Texas Rangers,Houston Astros,0.630000,0.370000,0.54,2,1.65,2
201,28,23,7.0,4.0,1.0,2017-05-03,Oakland Athletics,Minnesota Twins,0.540000,0.460000,0.91,2,0.91,2
202,20,5,6.0,1.0,1.0,2017-05-03,Chicago White Sox,Kansas City Royals,0.520000,0.480000,0.69,2,1.25,2
203,16,24,1.0,4.0,0.0,2017-05-03,San Francisco Giants,Los Angeles Dodgers,0.610000,0.390000,0.59,2,1.50,2
210,20,5,3.0,8.0,0.0,2017-05-04,Chicago White Sox,Kansas City Royals,0.520000,0.480000,0.65,2,1.35,2
211,1,26,5.0,4.0,1.0,2017-05-04,Philadelphia Phillies,Chicago Cubs,0.670000,0.330000,0.54,2,1.65,2
213,18,19,3.0,8.0,0.0,2017-05-04,Baltimore Orioles,Boston Red Sox,0.560000,0.440000,0.77,2,1.10,2
215,2,3,4.0,5.0,0.0,2017-05-04,Milwaukee Brewers,St. Louis Cardinals,0.520000,0.480000,0.67,2,1.30,2
216,12,27,11.0,3.0,0.0,2017-05-04,Los Angeles Angels,Seattle Mariners,0.580000,0.420000,0.80,2,1.05,2
217,6,24,13.0,3.0,0.0,2017-05-05,San Francisco Giants,Cincinnati Reds,0.530000,0.470000,0.80,2,1.05,2
218,19,5,4.0,2.0,1.0,2017-05-05,Chicago White Sox,Baltimore Orioles,0.550000,0.450000,0.54,2,1.65,2
220,30,3,4.0,0.0,1.0,2017-05-05,Milwaukee Brewers,Pittsburgh Pirates,0.560000,0.440000,0.77,2,1.10,2
221,9,11,8.0,7.0,1.0,2017-05-05,Miami Marlins,New York Mets,0.520000,0.480000,0.91,1,0.95,2
222,21,14,4.0,8.0,0.0,2017-05-05,Toronto Blue Jays,Tampa Bay Rays,0.580000,0.420000,0.63,2,1.40,2
223,25,2,0.0,10.0,0.0,2017-05-05,St. Louis Cardinals,Atlanta Braves,0.500000,0.500000,0.83,2,1.00,2
224,28,18,4.0,3.0,1.0,2017-05-05,Boston Red Sox,Minnesota Twins,0.460000,0.540000,1.30,2,0.67,2
225,20,7,3.0,1.0,1.0,2017-05-05,Cleveland Indians,Kansas City Royals,0.380000,0.620000,1.55,2,0.57,2
226,22,8,3.0,6.0,0.0,2017-05-05,Arizona Diamondbacks,Colorado Rockies,0.480000,0.520000,0.91,2,0.91,2
228,27,4,6.0,7.0,0.0,2017-05-05,Houston Astros,Los Angeles Angels,0.400000,0.600000,1.15,2,0.74,2
229,17,16,2.0,8.0,0.0,2017-05-05,Los Angeles Dodgers,San Diego Padres,0.420000,0.580000,1.40,2,0.63,2
230,12,13,1.0,3.0,0.0,2017-05-05,Texas Rangers,Seattle Mariners,0.500000,0.500000,1.05,2,0.80,2
231,28,18,1.0,11.0,0.0,2017-05-06,Boston Red Sox,Minnesota Twins,0.450000,0.550000,1.35,2,0.65,2
233,20,7,1.0,3.0,0.0,2017-05-06,Cleveland Indians,Kansas City Royals,0.460000,0.540000,1.00,2,0.83,2
234,19,5,6.0,5.0,1.0,2017-05-06,Chicago White Sox,Baltimore Orioles,0.640000,0.360000,0.44,1,1.90,2
236,30,3,2.0,1.0,1.0,2017-05-06,Milwaukee Brewers,Pittsburgh Pirates,0.590000,0.410000,0.63,2,1.40,2
238,6,24,14.0,2.0,0.0,2017-05-06,San Francisco Giants,Cincinnati Reds,0.520000,0.480000,0.75,1,1.20,2
241,22,8,9.0,1.0,1.0,2017-05-06,Arizona Diamondbacks,Colorado Rockies,0.550000,0.450000,0.75,1,1.15,2
242,23,29,6.0,5.0,1.0,2017-05-06,Detroit Tigers,Oakland Athletics,0.520000,0.480000,0.71,2,1.20,2
244,12,13,8.0,2.0,1.0,2017-05-06,Texas Rangers,Seattle Mariners,0.540000,0.460000,0.91,2,0.91,2
245,9,11,0.0,7.0,0.0,2017-05-07,Miami Marlins,New York Mets,0.560000,0.440000,0.77,2,1.10,2
249,30,3,2.0,6.0,0.0,2017-05-07,Milwaukee Brewers,Pittsburgh Pirates,0.520000,0.480000,0.77,2,1.10,2
250,28,18,6.0,17.0,1.0,2017-05-07,Boston Red Sox,Minnesota Twins,0.460000,0.540000,1.55,2,0.57,2
253,22,8,5.0,2.0,1.0,2017-05-07,Arizona Diamondbacks,Colorado Rockies,0.520000,0.480000,0.83,2,1.00,2
259,9,24,4.0,3.0,1.0,2017-05-08,San Francisco Giants,New York Mets,0.610000,0.390000,0.67,1,1.35,2
260,19,15,6.0,4.0,1.0,2017-05-08,Washington Nationals,Baltimore Orioles,0.480000,0.520000,0.80,2,1.05,2
261,14,7,4.0,2.0,1.0,2017-05-08,Cleveland Indians,Toronto Blue Jays,0.500000,0.500000,0.83,2,1.00,2
264,21,20,3.0,7.0,0.0,2017-05-08,Kansas City Royals,Tampa Bay Rays,0.610000,0.390000,0.69,2,1.25,2
265,23,27,3.0,2.0,1.0,2017-05-08,Los Angeles Angels,Oakland Athletics,0.520000,0.480000,0.77,2,1.10,2
266,16,30,12.0,1.0,1.0,2017-05-08,Pittsburgh Pirates,Los Angeles Dodgers,0.630000,0.370000,0.44,1,1.90,2
268,22,1,1.0,8.0,0.0,2017-05-09,Chicago Cubs,Colorado Rockies,0.430000,0.570000,1.25,1,0.71,2
269,17,13,0.0,11.0,0.0,2017-05-09,Texas Rangers,San Diego Padres,0.450000,0.550000,1.10,1,0.80,2
270,19,15,5.0,4.0,1.0,2017-05-09,Washington Nationals,Baltimore Orioles,0.410000,0.590000,1.35,2,0.65,2
271,26,12,9.0,10.0,1.0,2017-05-09,Seattle Mariners,Philadelphia Phillies,0.480000,0.520000,0.95,2,0.87,2
272,14,7,0.0,6.0,0.0,2017-05-09,Cleveland Indians,Toronto Blue Jays,0.380000,0.620000,1.50,2,0.59,2
275,9,24,6.0,1.0,1.0,2017-05-09,San Francisco Giants,New York Mets,0.560000,0.440000,0.85,1,1.00,2
276,21,20,6.0,7.0,0.0,2017-05-09,Kansas City Royals,Tampa Bay Rays,0.640000,0.360000,0.63,2,1.40,2
277,3,18,11.0,7.0,0.0,2017-05-09,Boston Red Sox,Milwaukee Brewers,0.450000,0.550000,1.20,2,0.71,2
278,5,28,2.0,7.0,0.0,2017-05-09,Minnesota Twins,Chicago White Sox,0.490000,0.510000,0.91,2,0.91,2
279,4,25,8.0,3.0,1.0,2017-05-09,Atlanta Braves,Houston Astros,0.650000,0.350000,0.53,1,1.70,2
280,22,1,,,,2017-05-09,Chicago Cubs,Colorado Rockies,0.440000,0.560000,1.20,2,0.71,2
281,8,29,3.0,7.0,0.0,2017-05-09,Detroit Tigers,Arizona Diamondbacks,0.480000,0.520000,0.91,2,0.91,2
282,23,27,3.0,7.0,0.0,2017-05-09,Los Angeles Angels,Oakland Athletics,0.540000,0.460000,0.71,2,1.20,2
283,16,30,4.0,3.0,1.0,2017-05-09,Pittsburgh Pirates,Los Angeles Dodgers,0.580000,0.420000,0.50,1,1.75,2
290,15,19,7.0,6.0,1.0,2017-05-10,Baltimore Orioles,Washington Nationals,0.610000,0.390000,0.62,1,1.45,2
291,14,7,8.0,7.0,1.0,2017-05-10,Cleveland Indians,Toronto Blue Jays,0.460000,0.540000,1.35,1,0.69,2
292,21,20,12.0,1.0,1.0,2017-05-10,Kansas City Royals,Tampa Bay Rays,0.630000,0.370000,0.54,2,1.65,2
293,28,17,,,,2017-05-10,San Diego Padres,Minnesota Twins,0.660000,0.340000,0.50,2,1.70,2
294,3,18,7.0,4.0,1.0,2017-05-10,Boston Red Sox,Milwaukee Brewers,0.530000,0.470000,0.75,1,1.15,2
296,16,30,5.0,2.0,1.0,2017-05-10,Pittsburgh Pirates,Los Angeles Dodgers,0.620000,0.380000,0.44,1,1.90,2
298,14,12,7.0,2.0,1.0,2017-05-11,Seattle Mariners,Toronto Blue Jays,0.560000,0.440000,0.70,1,1.35,2
299,13,17,5.0,2.0,1.0,2017-05-11,San Diego Padres,Texas Rangers,0.630000,0.370000,0.73,1,1.20,2
300,5,28,6.0,7.0,0.0,2017-05-11,Minnesota Twins,Chicago White Sox,0.560000,0.440000,0.83,2,1.00,2
302,8,30,2.0,1.0,1.0,2017-05-11,Pittsburgh Pirates,Arizona Diamondbacks,0.560000,0.440000,0.80,1,1.10,2
303,27,29,1.0,7.0,0.0,2017-05-11,Detroit Tigers,Los Angeles Angels,0.480000,0.520000,0.91,1,0.95,2
304,24,6,2.0,3.0,0.0,2017-05-11,Cincinnati Reds,San Francisco Giants,0.510000,0.490000,0.83,2,1.00,2
305,10,4,1.0,5.0,0.0,2017-05-12,Houston Astros,New York Yankees,0.460000,0.540000,1.10,2,0.77,2
306,14,12,4.0,0.0,1.0,2017-05-12,Seattle Mariners,Toronto Blue Jays,0.510000,0.490000,0.71,2,1.20,2
307,18,21,4.0,5.0,0.0,2017-05-12,Tampa Bay Rays,Boston Red Sox,0.590000,0.410000,0.62,1,1.45,2
309,11,25,4.0,8.0,0.0,2017-05-12,Atlanta Braves,Miami Marlins,0.580000,0.420000,0.75,1,1.15,2
313,20,19,3.0,2.0,1.0,2017-05-12,Baltimore Orioles,Kansas City Royals,0.440000,0.560000,0.87,2,0.95,2
314,2,1,2.0,3.0,0.0,2017-05-12,Chicago Cubs,St. Louis Cardinals,0.560000,0.440000,0.70,1,1.25,2
315,22,16,2.0,6.0,0.0,2017-05-12,Los Angeles Dodgers,Colorado Rockies,0.390000,0.610000,1.60,2,0.56,2
316,8,30,11.0,4.0,0.0,2017-05-12,Pittsburgh Pirates,Arizona Diamondbacks,0.550000,0.450000,0.70,1,1.25,2
323,7,28,1.0,4.0,0.0,2017-05-13,Minnesota Twins,Cleveland Indians,0.640000,0.360000,0.70,1,1.25,2
324,5,17,5.0,4.0,1.0,2017-05-13,San Diego Padres,Chicago White Sox,0.530000,0.470000,1.20,2,0.71,2
326,3,9,11.0,4.0,0.0,2017-05-13,New York Mets,Milwaukee Brewers,0.540000,0.460000,0.95,2,0.87,2
327,20,19,4.0,3.0,1.0,2017-05-13,Baltimore Orioles,Kansas City Royals,0.450000,0.550000,0.95,2,0.87,2
331,27,29,3.0,4.0,0.0,2017-05-13,Detroit Tigers,Los Angeles Angels,0.540000,0.460000,0.83,2,1.00,2
332,14,12,3.0,2.0,1.0,2017-05-14,Seattle Mariners,Toronto Blue Jays,0.550000,0.450000,0.69,2,1.25,2
333,7,28,8.0,3.0,1.0,2017-05-14,Minnesota Twins,Cleveland Indians,0.570000,0.430000,0.61,2,1.45,2
334,11,25,3.0,1.0,1.0,2017-05-14,Atlanta Braves,Miami Marlins,0.540000,0.460000,0.77,2,1.10,2
335,18,21,2.0,11.0,1.0,2017-05-14,Tampa Bay Rays,Boston Red Sox,0.570000,0.430000,0.57,2,1.55,2
336,15,26,6.0,5.0,1.0,2017-05-14,Philadelphia Phillies,Washington Nationals,0.630000,0.370000,0.57,2,1.55,2
337,10,4,7.0,10.0,1.0,2017-05-14,Houston Astros,New York Yankees,0.510000,0.490000,0.65,2,1.35,2
338,5,17,9.0,3.0,1.0,2017-05-14,San Diego Padres,Chicago White Sox,0.650000,0.350000,0.50,2,1.70,2
339,3,9,11.0,9.0,0.0,2017-05-14,New York Mets,Milwaukee Brewers,0.470000,0.530000,1.30,2,0.67,2
340,20,19,9.0,8.0,1.0,2017-05-14,Baltimore Orioles,Kansas City Royals,0.410000,0.590000,1.15,2,0.74,2
341,2,1,5.0,0.0,1.0,2017-05-14,Chicago Cubs,St. Louis Cardinals,0.450000,0.550000,1.10,2,0.77,2
342,13,23,6.0,4.0,1.0,2017-05-14,Oakland Athletics,Texas Rangers,0.570000,0.430000,0.77,2,1.10,2
343,22,16,9.0,6.0,1.0,2017-05-14,Los Angeles Dodgers,Colorado Rockies,0.460000,0.540000,1.15,2,0.74,2
344,27,29,4.0,1.0,1.0,2017-05-14,Detroit Tigers,Los Angeles Angels,0.430000,0.570000,0.95,2,0.87,2
345,24,6,8.0,3.0,1.0,2017-05-14,Cincinnati Reds,San Francisco Giants,0.540000,0.460000,0.69,2,1.25,2
346,8,30,4.0,6.0,0.0,2017-05-14,Pittsburgh Pirates,Arizona Diamondbacks,0.530000,0.470000,0.71,2,1.20,2
347,15,26,,,,2017-05-14,Philadelphia Phillies,Washington Nationals,0.710000,0.290000,0.48,2,1.75,2
348,10,4,,,,2017-05-14,Houston Astros,New York Yankees,0.540000,0.460000,0.83,2,1.00,2
349,7,21,8.0,7.0,1.0,2017-05-15,Tampa Bay Rays,Cleveland Indians,0.610000,0.390000,0.67,2,1.30,2
350,11,4,2.0,7.0,0.0,2017-05-15,Houston Astros,Miami Marlins,0.490000,0.510000,0.95,2,0.87,2
351,14,25,6.0,10.0,1.0,2017-05-15,Atlanta Braves,Toronto Blue Jays,0.570000,0.430000,0.74,2,1.15,2
352,8,9,7.0,3.0,1.0,2017-05-15,New York Mets,Arizona Diamondbacks,0.500000,0.500000,0.87,2,0.95,2
353,27,5,5.0,3.0,1.0,2017-05-15,Chicago White Sox,Los Angeles Angels,0.590000,0.410000,0.74,2,1.55,2
354,17,3,6.0,5.0,1.0,2017-05-15,Milwaukee Brewers,San Diego Padres,0.450000,0.550000,0.87,2,0.95,2
355,12,23,6.0,5.0,1.0,2017-05-15,Oakland Athletics,Seattle Mariners,0.570000,0.430000,0.83,2,1.00,2
356,24,16,8.0,4.0,1.0,2017-05-15,Los Angeles Dodgers,San Francisco Giants,0.410000,0.590000,1.25,2,0.69,2
357,14,25,5.0,9.0,0.0,2017-05-16,Atlanta Braves,Toronto Blue Jays,0.640000,0.360000,0.71,2,1.20,2
358,7,21,4.0,6.0,0.0,2017-05-16,Tampa Bay Rays,Cleveland Indians,0.560000,0.440000,0.57,2,1.55,2
359,30,15,4.0,8.0,0.0,2017-05-16,Washington Nationals,Pittsburgh Pirates,0.400000,0.600000,1.45,2,0.61,2
360,29,19,11.0,13.0,0.0,2017-05-16,Baltimore Orioles,Detroit Tigers,0.490000,0.510000,0.87,2,0.95,2
361,11,4,2.0,12.0,1.0,2017-05-16,Houston Astros,Miami Marlins,0.360000,0.640000,1.65,2,0.54,2
362,1,6,9.0,5.0,1.0,2017-05-16,Cincinnati Reds,Chicago Cubs,0.650000,0.350000,0.52,2,1.67,2
363,13,26,5.0,1.0,1.0,2017-05-16,Philadelphia Phillies,Texas Rangers,0.650000,0.350000,0.52,2,1.67,2
364,20,10,1.0,7.0,0.0,2017-05-16,New York Yankees,Kansas City Royals,0.430000,0.570000,0.95,2,0.87,2
365,2,18,3.0,6.0,0.0,2017-05-16,Boston Red Sox,St. Louis Cardinals,0.520000,0.480000,0.91,2,0.91,2
366,8,9,5.0,4.0,1.0,2017-05-16,New York Mets,Arizona Diamondbacks,0.600000,0.400000,0.59,2,1.50,2
367,27,5,7.0,6.0,1.0,2017-05-16,Chicago White Sox,Los Angeles Angels,0.560000,0.440000,0.56,2,1.60,2
368,17,3,2.0,6.0,0.0,2017-05-16,Milwaukee Brewers,San Diego Padres,0.460000,0.540000,0.83,2,1.00,2
369,12,23,6.0,9.0,0.0,2017-05-16,Oakland Athletics,Seattle Mariners,0.550000,0.450000,0.91,2,0.91,2
370,24,16,2.0,1.0,1.0,2017-05-16,Los Angeles Dodgers,San Francisco Giants,0.400000,0.600000,1.50,2,0.59,2
371,28,22,3.0,7.0,0.0,2017-05-16,Colorado Rockies,Minnesota Twins,0.510000,0.490000,0.83,2,1.00,2
551,8,9,5.0,4.0,1.0,2017-05-17,New York Mets,Arizona Diamondbacks,0.520000,0.480000,0.71,2,1.20,2
552,30,15,6.0,1.0,1.0,2017-05-17,Washington Nationals,Pittsburgh Pirates,0.540000,0.460000,0.74,2,1.15,2
553,29,19,5.0,4.0,1.0,2017-05-17,Baltimore Orioles,Detroit Tigers,0.580000,0.420000,0.71,2,1.20,2
554,25,14,8.0,4.0,1.0,2017-05-17,Toronto Blue Jays,Atlanta Braves,0.500000,0.500000,0.83,2,1.00,2
555,2,18,4.0,5.0,0.0,2017-05-17,Boston Red Sox,St. Louis Cardinals,0.510000,0.490000,0.95,2,0.87,2
556,1,6,7.0,5.0,1.0,2017-05-17,Cincinnati Reds,Chicago Cubs,0.660000,0.340000,0.59,2,1.50,2
557,13,26,9.0,3.0,1.0,2017-05-17,Philadelphia Phillies,Texas Rangers,0.580000,0.420000,0.71,2,1.20,2
558,28,22,,,,2017-05-17,Colorado Rockies,Minnesota Twins,0.570000,0.430000,0.71,2,1.20,2
559,20,10,7.0,11.0,1.0,2017-05-17,New York Yankees,Kansas City Royals,0.440000,0.560000,1.20,2,0.71,2
560,27,5,12.0,8.0,0.0,2017-05-17,Chicago White Sox,Los Angeles Angels,0.560000,0.440000,0.59,2,1.50,2
561,17,3,1.0,3.0,0.0,2017-05-17,Milwaukee Brewers,San Diego Padres,0.480000,0.520000,0.74,2,1.15,2
562,12,23,4.0,0.0,1.0,2017-05-17,Oakland Athletics,Seattle Mariners,0.570000,0.430000,0.87,2,0.95,2
566,13,26,8.0,4.0,1.0,2017-05-18,Philadelphia Phillies,Texas Rangers,0.630000,0.370000,0.67,2,1.30,2
567,1,6,9.0,5.0,1.0,2017-05-18,Cincinnati Reds,Chicago Cubs,0.670000,0.330000,0.43,2,1.90,2
568,17,3,2.0,4.0,0.0,2017-05-18,Milwaukee Brewers,San Diego Padres,0.440000,0.560000,0.91,2,0.91,2
569,28,22,,,,2017-05-18,Colorado Rockies,Minnesota Twins,0.470000,0.530000,0.83,2,1.00,2
570,25,14,0.0,9.0,0.0,2017-05-18,Toronto Blue Jays,Atlanta Braves,0.510000,0.490000,1.05,2,0.80,2
571,20,10,5.0,1.0,1.0,2017-05-18,New York Yankees,Kansas City Royals,0.460000,0.540000,1.05,2,0.80,2
572,23,18,8.0,3.0,1.0,2017-05-18,Boston Red Sox,Oakland Athletics,0.470000,0.530000,0.91,2,0.91,2
573,16,11,7.0,2.0,1.0,2017-05-18,Miami Marlins,Los Angeles Dodgers,0.620000,0.380000,0.48,2,1.75,2
574,12,5,5.0,4.0,1.0,2017-05-18,Chicago White Sox,Seattle Mariners,0.640000,0.360000,0.48,2,1.45,2
575,1,3,3.0,6.0,0.0,2017-05-19,Milwaukee Brewers,Chicago Cubs,0.570000,0.430000,0.63,2,1.40,2
576,19,14,5.0,3.0,1.0,2017-05-19,Toronto Blue Jays,Baltimore Orioles,0.530000,0.470000,0.87,2,0.95,2
577,30,26,2.0,7.0,0.0,2017-05-19,Philadelphia Phillies,Pittsburgh Pirates,0.550000,0.450000,0.74,2,1.15,2
578,6,22,6.0,12.0,1.0,2017-05-19,Colorado Rockies,Cincinnati Reds,0.480000,0.520000,0.91,2,0.91,2
579,29,13,3.0,5.0,0.0,2017-05-19,Texas Rangers,Detroit Tigers,0.570000,0.430000,0.69,2,1.25,2
580,9,27,3.0,0.0,1.0,2017-05-19,Los Angeles Angels,New York Mets,0.560000,0.440000,0.67,2,1.30,2
581,21,10,5.0,4.0,1.0,2017-05-19,New York Yankees,Tampa Bay Rays,0.530000,0.470000,1.05,2,0.80,2
582,25,15,7.0,4.0,1.0,2017-05-19,Washington Nationals,Atlanta Braves,0.430000,0.570000,1.50,2,0.59,2
583,4,7,3.0,5.0,0.0,2017-05-19,Cleveland Indians,Houston Astros,0.580000,0.420000,0.74,2,1.15,2
584,28,20,4.0,3.0,1.0,2017-05-19,Kansas City Royals,Minnesota Twins,0.560000,0.440000,0.95,2,0.87,2
585,2,24,5.0,6.0,0.0,2017-05-19,San Francisco Giants,St. Louis Cardinals,0.570000,0.430000,0.67,2,1.30,2
586,23,18,3.0,2.0,1.0,2017-05-19,Boston Red Sox,Oakland Athletics,0.390000,0.610000,1.65,2,0.54,2
587,16,11,7.0,2.0,1.0,2017-05-19,Miami Marlins,Los Angeles Dodgers,0.660000,0.340000,0.37,2,2.20,2
588,17,8,1.0,10.0,0.0,2017-05-19,Arizona Diamondbacks,San Diego Padres,0.410000,0.590000,1.30,2,0.67,2
589,12,5,1.0,2.0,0.0,2017-05-19,Chicago White Sox,Seattle Mariners,0.560000,0.440000,0.83,2,1.00,2
3336,1,3,,,,2017-05-20,Milwaukee Brewers,Chicago Cubs,0.610000,0.390000,0.50,2,1.70,2
3337,23,18,8.0,3.0,1.0,2017-05-20,Boston Red Sox,Oakland Athletics,0.500000,0.500000,0.95,2,0.86,2
3338,30,26,6.0,3.0,1.0,2017-05-20,Philadelphia Phillies,Pittsburgh Pirates,0.600000,0.400000,0.80,2,1.05,2
3339,25,15,5.0,2.0,1.0,2017-05-20,Washington Nationals,Atlanta Braves,0.360000,0.640000,1.80,2,0.45,2
3340,6,22,12.0,8.0,0.0,2017-05-20,Colorado Rockies,Cincinnati Reds,0.490000,0.510000,0.86,2,0.95,2
3341,4,7,0.0,3.0,0.0,2017-05-20,Cleveland Indians,Houston Astros,0.560000,0.440000,0.80,2,1.05,2
3342,21,10,9.0,5.0,1.0,2017-05-20,New York Yankees,Tampa Bay Rays,0.490000,0.510000,1.10,2,0.76,2
3350,6,22,4.0,6.0,0.0,2017-05-21,Colorado Rockies,Cincinnati Reds,0.500000,0.500000,1.00,2,0.83,2
3351,9,27,5.0,12.0,1.0,2017-05-21,Los Angeles Angels,New York Mets,0.520000,0.480000,0.95,2,0.87,2
3352,21,10,2.0,3.0,0.0,2017-05-21,New York Yankees,Tampa Bay Rays,0.540000,0.460000,0.71,2,1.20,2
3353,25,15,2.0,3.0,0.0,2017-05-21,Washington Nationals,Atlanta Braves,0.400000,0.600000,1.60,2,0.56,2
3354,19,14,1.0,3.0,0.0,2017-05-21,Toronto Blue Jays,Baltimore Orioles,0.510000,0.490000,0.80,2,1.05,2
3355,30,26,1.0,0.0,1.0,2017-05-21,Philadelphia Phillies,Pittsburgh Pirates,0.560000,0.440000,1.00,2,0.83,2
3356,4,7,6.0,8.0,0.0,2017-05-21,Cleveland Indians,Houston Astros,0.550000,0.450000,0.87,2,0.95,2
3358,2,24,8.0,3.0,1.0,2017-05-21,San Francisco Giants,St. Louis Cardinals,0.570000,0.430000,0.67,2,1.30,2
3359,1,3,13.0,6.0,0.0,2017-05-21,Milwaukee Brewers,Chicago Cubs,0.610000,0.390000,0.52,2,1.67,2
3360,23,18,3.0,12.0,1.0,2017-05-21,Boston Red Sox,Oakland Athletics,0.490000,0.510000,1.00,2,0.83,2
3363,17,8,5.0,1.0,1.0,2017-05-21,Arizona Diamondbacks,San Diego Padres,0.430000,0.570000,1.05,2,0.80,2
3368,23,11,4.0,1.0,1.0,2017-05-24,Miami Marlins,Oakland Athletics,0.530000,0.470000,0.74,2,1.15,2
3369,8,5,8.0,6.0,1.0,2017-05-24,Chicago White Sox,Arizona Diamondbacks,0.510000,0.490000,0.80,2,1.05,2
3370,7,6,3.0,4.0,0.0,2017-05-24,Cincinnati Reds,Cleveland Indians,0.620000,0.380000,0.47,2,1.75,2
3371,10,20,3.0,0.0,1.0,2017-05-24,Kansas City Royals,New York Yankees,0.640000,0.360000,0.48,2,1.75,2
3372,26,22,2.0,7.0,0.0,2017-05-24,Colorado Rockies,Philadelphia Phillies,0.470000,0.530000,1.15,2,0.74,2
3373,15,12,5.0,1.0,1.0,2017-05-24,Seattle Mariners,Washington Nationals,0.590000,0.410000,0.65,2,1.35,2
3374,18,13,9.0,4.0,1.0,2017-05-24,Texas Rangers,Boston Red Sox,0.630000,0.370000,0.36,2,2.30,2
3375,9,17,5.0,6.0,0.0,2017-05-24,San Diego Padres,New York Mets,0.600000,0.400000,0.69,2,1.20,2
3376,21,27,5.0,2.0,1.0,2017-05-24,Los Angeles Angels,Tampa Bay Rays,0.550000,0.450000,0.91,2,0.91,2
3377,25,30,5.0,12.0,1.0,2017-05-24,Pittsburgh Pirates,Atlanta Braves,0.560000,0.440000,0.71,2,1.20,2
3378,1,24,5.0,4.0,1.0,2017-05-24,San Francisco Giants,Chicago Cubs,0.660000,0.340000,0.52,2,1.67,2
3379,4,29,3.0,6.0,0.0,2017-05-24,Detroit Tigers,Houston Astros,0.610000,0.390000,0.56,2,1.60,2
3380,16,2,1.0,6.0,0.0,2017-05-24,St. Louis Cardinals,Los Angeles Dodgers,0.620000,0.380000,0.65,2,1.35,2
3385,7,6,,,,2017-05-25,Cincinnati Reds,Cleveland Indians,0.620000,0.380000,0.54,2,1.65,2
3386,18,13,6.0,2.0,1.0,2017-05-25,Texas Rangers,Boston Red Sox,0.590000,0.410000,0.48,2,1.75,2
3387,9,17,3.0,4.0,0.0,2017-05-25,San Diego Padres,New York Mets,0.650000,0.350000,0.48,2,1.75,2
