"id","awayPrice","homePrice","exchangeId","gameId"
1679,0.95,0.86,2,3765
1680,1.20,0.71,2,3766
1681,1.75,0.47,2,3764
1682,0.71,1.20,2,3769
1683,1.75,0.47,2,3770
1684,0.64,1.35,2,3771
1685,1.70,0.50,2,3772
1686,0.74,1.15,2,3773
1687,0.83,1.00,2,3774
1688,0.86,0.95,2,3775
1689,1.70,0.50,2,3777
1690,1.05,0.80,2,3776
1691,1.30,0.66,2,3778
1692,0.80,1.05,2,3780
1693,1.30,0.66,2,3781
1694,1.90,0.43,2,3779
1695,0.68,1.25,2,3782
1696,0.86,0.95,2,3783
1697,0.76,1.10,2,3784
1698,1.10,0.76,2,3785
1699,1.05,0.80,2,3786
1700,0.76,1.10,2,3787
1701,0.83,1.00,2,3788
1702,1.95,0.42,2,3789
1703,0.74,1.15,2,3790
1704,1.40,0.62,2,3791
1705,1.10,0.76,2,3793
1706,1.35,0.64,2,3792
1707,1.25,0.68,2,3796
1708,0.86,0.95,2,3797
1709,0.86,0.95,2,3798
1710,1.30,0.66,2,3799
1711,1.35,0.64,2,3803
1712,0.55,1.60,2,3802
1713,0.90,0.90,2,3800
1714,2.00,0.41,2,3801
1715,1.55,0.57,2,3804
1716,0.90,0.90,2,3805
1717,1.15,0.74,2,3806
1718,2.05,0.40,2,3808
1719,0.83,1.00,2,3809
1720,0.58,1.50,2,3810
1722,1.85,0.44,2,3826
1723,1.20,0.71,2,3827
1724,1.35,0.64,2,3828
1725,1.75,0.47,2,3829
1726,1.45,0.60,2,3830
1727,0.62,1.40,2,3831
1728,1.15,0.74,2,3832
1729,2.00,0.41,2,3833
1730,1.50,0.58,2,3836
1731,1.55,0.57,2,3835
1732,0.90,0.90,2,3834
1733,1.50,0.58,2,3840
1734,1.15,0.74,2,3838
1735,1.75,0.47,2,3837
1736,1.40,0.62,2,3841
1737,1.45,0.60,2,3839
1738,0.74,1.15,2,3842
1739,1.35,0.64,2,3843
1740,0.80,1.05,2,3844
1741,1.05,0.80,2,3846
1742,1.85,0.44,2,3845
1743,1.75,0.47,2,3847
1744,0.74,1.15,2,3848
1745,1.90,0.43,2,3849
1746,0.83,1.00,2,3850
1747,1.70,0.50,2,3853
1748,1.45,0.60,2,3852
1749,1.10,0.76,2,3851
1750,1.25,0.68,2,3857
1751,1.60,0.55,2,3854
1752,0.90,0.90,2,3858
1753,1.00,0.83,2,3856
1754,0.86,0.95,2,3855
1755,0.71,1.20,2,3859
1756,1.60,0.55,2,3860
1757,1.20,0.71,2,3861
1758,0.83,1.00,2,3862
1759,1.10,0.76,2,3863
1760,1.80,0.45,2,3866
1761,1.15,0.74,2,3867
1762,0.95,0.86,2,3868
1763,1.70,0.50,2,3871
1764,0.80,1.05,2,3870
1765,0.95,0.86,2,3872
1766,1.70,0.50,2,3869
1767,1.15,0.74,2,3873
1768,0.68,1.25,2,3874
1769,1.00,0.83,2,3875
1770,0.43,1.90,2,3876
1773,0.58,1.50,2,3892
1775,0.86,0.95,2,3894
1778,1.05,0.80,2,3898
1779,1.05,0.80,2,3896
1780,0.80,1.05,2,3899
1782,1.50,0.58,2,3901
1783,1.10,0.76,2,3903
1785,0.95,0.86,2,3904
1787,0.95,0.86,2,3906
1788,1.30,0.66,2,3907
1790,1.00,0.83,2,3909
1791,0.64,1.35,2,3910
1792,0.80,1.05,2,3911
1793,1.30,0.66,2,3912
1794,0.64,1.35,2,3914
1795,1.00,0.83,2,3913
1796,0.76,1.10,2,3917
1797,0.90,0.90,2,3916
1798,0.95,0.86,2,3915
1799,1.05,0.80,2,3918
1800,0.62,1.40,2,3919
1801,1.55,0.57,2,3920
1802,1.15,0.74,2,3921
1803,0.50,1.70,2,3922
1804,0.76,1.10,2,3923
1805,1.05,0.80,2,3924
1806,1.65,0.54,2,3925
1807,1.00,0.83,2,3927
1808,1.10,0.76,2,3926
1809,1.25,0.68,2,3928
1810,0.83,1.00,2,3929
1811,1.45,0.60,2,3930
1812,1.00,0.83,2,3931
1813,1.10,0.76,2,3932
1814,1.25,0.68,2,3933
1815,1.45,0.60,2,3935
1816,1.70,0.50,2,3936
1817,0.90,0.90,2,3937
1818,0.64,1.35,2,3938
1819,1.20,0.71,2,3941
1820,2.15,0.38,2,3939
1821,1.55,0.57,2,3940
1822,0.71,1.20,2,3942
1823,0.86,0.95,2,3943
1824,1.55,0.57,2,3944
1825,1.25,0.68,2,3945
1826,1.30,0.66,2,3946
1827,1.70,0.50,2,3947
1828,1.05,0.80,2,3948
1829,0.90,0.90,2,3949
1830,1.30,0.66,2,3950
1831,1.40,0.62,2,3951
1832,1.45,0.60,2,3952
1833,0.68,1.25,2,3953
1834,1.45,0.60,2,3954
